"Time","Cond","WT","pH","DO","Turb","Sal","COD","TN","TP","SiO2","NH4","NOx","Cyano","PO4"
"2019-06-29",9.97,24.89,7.63,5.77,29.07,3.13,5.65,1.17,0.03,1.63,0.17,0.84,4333.83,0.04
"2019-06-30",7.31,24.55,7.38,4.88,41.57,1.47,7.17,1.26,0.06,2.52,0.19,1.03,3134.8,0.05
"2019-07-01",8.62,24.33,7.22,4.39,47.77,2.3,9.22,1.83,0.07,3.11,0.19,1.22,5065.93,0.07
"2019-07-02",7.32,23.97,7.15,1.99,57.14,1.49,8.45,1.85,0.1,3.29,0.17,1.39,2048,0.07
"2019-07-03",8.85,23.18,7.46,6.04,19.37,2.51,9.4,2.52,0.1,3.58,0.18,1.15,4488.27,0.07
"2019-07-04",16.7,23.02,7.49,5.3,17.38,7.96,8.35,1.35,0.11,3.24,0.19,1.23,3615.03,0.07
"2019-07-05",16.75,23.17,7.59,5.52,17.99,7.97,5.85,1.99,0.11,3.29,0.13,1.38,3683.43,0.06
"2019-07-06",24.75,22.19,7.83,7.14,18.67,14.22,6.22,1.27,0.09,2.21,0.1,0.89,2749.77,0.05
"2019-07-07",34,21.45,7.91,7.71,19.02,21.94,4.61,0.67,0.08,1.06,0.06,0.45,3058,0.04
"2019-07-08",36.06,21.84,7.86,7.17,20.24,23.44,4.18,1,0.06,1.23,0.1,0.62,2662.47,0.03
"2019-07-09",34.83,22.38,7.72,5.82,21.41,22.16,4.17,1.08,0.09,1.39,0.14,0.68,3227.23,0.04
"2019-07-10",32.37,22.39,7.92,5.11,18.01,20.16,4.29,1.14,0.1,1.62,0.18,0.64,3895,0.07
"2019-07-11",26.25,23.13,7.84,5.46,19.53,15.06,4.72,1.33,0.11,1.91,0.18,0.86,5442.9,0.06
"2019-07-12",22.05,23.55,7.75,5.67,19.49,11.77,5.22,1.57,0.09,1.86,0.15,0.99,3508.33,0.05
"2019-07-13",24.02,24.22,7.83,5.75,20.91,13.04,5.18,1.33,0.09,1.67,0.16,0.94,2818.63,0.05
"2019-07-14",23.64,23.81,7.82,3.08,28.03,12.88,5.35,1.43,0.12,1.83,0.26,0.93,6393.17,0.07
"2019-07-15",35.44,23.4,7.86,3.72,43.98,22.14,3.31,0.74,0.11,1.6,0.16,0.49,3024.83,0.08
"2019-07-16",24.49,24.75,8.15,5.91,45.79,13.24,5.32,1.33,0.07,1.4,0.14,0.8,4436.52,0.04
"2019-07-17",27.87,24.44,7.99,5.07,58.03,15.85,4.7,0.96,0.07,1.07,0.13,0.61,3631.47,0.04
"2019-07-18",31.35,24.27,7.93,2.87,17.88,18.55,5.93,1.18,0.04,0.85,0.14,0.83,4397.6,0.04
"2019-07-19",27.19,24.52,7.88,3.62,19.02,15.31,7.28,1.33,0.06,0.84,0.2,1.15,4385.53,0.05
"2019-07-20",17.09,25.08,7.71,3.06,24.66,7.89,5.62,2,0.07,1.15,0.22,1.33,4074.37,0.07
"2019-07-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-07-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-07-23",5.28,24.22,7.1,5.58,34.09,0.28,10.84,2.25,0.13,5.71,0.1,1.5,7306.67,0.1
"2019-07-24",6.36,24.35,7.16,3.53,30.04,0.9,9.01,2.24,0.11,5.5,0.12,1.63,4107.53,0.09
"2019-07-25",8.78,24.87,7.25,2.04,25.88,2.37,9.02,2.31,0.1,5.14,0.15,1.68,2795.57,0.09
"2019-07-26",8.67,24.84,7.25,1.6,27.16,1.38,8.51,2.03,0.11,5.29,0.15,1.77,2221.3,0.08
"2019-07-27",13,24.85,7.29,1.4,27.53,3.84,5.73,1.98,0.11,5.3,0.11,1.63,1784.67,0.07
"2019-07-28",11.42,25.29,7.38,5.81,23.11,4.04,6.03,2.15,0.11,5.36,0.1,1.71,4294.5,0.07
"2019-07-29",18.2,24.88,7.5,5.93,21.18,8.7,5.21,1.85,0.13,4.59,0.12,1.3,4503,0.07
"2019-07-30",18.6,25.73,7.64,5.52,21.14,8.82,5.9,1.88,0.11,3.92,0.09,1.19,3115.83,0.06
"2019-07-31",21.99,25.97,7.75,5.41,21.99,11.13,6.25,1.47,0.11,3.62,0.11,1.14,2750.27,0.06
"2019-08-01",27.37,25.94,7.96,7.02,17.77,14.98,6.46,1.22,0.06,3.31,0.05,0.98,3702.63,0.04
"2019-08-02",25.12,26.23,7.94,7.43,17.64,18.78,5.21,0.8,0.06,2.5,0.1,0.64,3434.93,0.04
"2019-08-03",28.46,26.31,7.88,6.75,18.66,20.91,5.31,0.76,0.05,1.99,0.08,0.6,5090.43,0.04
"2019-08-04",30.9,24.98,7.79,6.93,25.49,22.5,4.54,0.73,0.07,0.89,0.1,0.59,3642.67,0.05
"2019-08-05",22.23,25.31,7.75,6.47,43.85,16.99,5.09,0.83,0.06,0.75,0.13,0.66,3239.87,0.04
"2019-08-06",22.37,26,7.85,7.46,56.1,17.07,4.91,0.59,0.06,0.97,0.07,0.48,2246.59,0.04
"2019-08-07",13.83,27.52,8.18,6.12,48.92,12.01,8.39,1.61,0.07,1.8,0.18,1.29,3385.87,0.06
"2019-08-08",18.11,27.4,7.83,5.78,18.92,8.18,5.87,1.16,0.06,1.53,0.15,0.93,3957.17,0.04
"2019-08-09",22.59,28.19,8.1,7.26,18.17,11.03,5.22,0.99,0.06,1.32,0.11,0.79,3069.47,0.04
"2019-08-10",20.62,28.74,8.39,8.22,19.94,9.6,7.08,0.84,0.07,1.74,0.09,0.67,4049.97,0.04
"2019-08-11",29.19,28.15,8.11,6.35,20.76,15.56,5.31,1.22,0.06,0.97,0.12,0.98,3086.97,0.04
"2019-08-12",29.82,27.96,8.02,5.27,19.77,16.06,6.67,0.9,0.08,1.18,0.17,0.72,2685.33,0.06
"2019-08-13",34.08,28.44,8.03,4.99,19.41,18.9,4.88,0.83,0.07,1.17,0.14,0.67,2099.24,0.05
"2019-08-14",35.7,28.85,8.3,5.5,19.94,19.88,7.65,0.56,0.08,1,0.17,0.38,3854.8,0.07
"2019-08-15",41.84,28.36,8.27,5.02,21.26,24.53,6.79,0.28,0.07,0.71,0.1,0.17,3229.43,0.06
"2019-08-16",44.67,27.92,8.21,5.27,23.98,26.86,7,0.48,0.07,0.76,0.12,0.25,2374.17,0.06
"2019-08-17",36.49,28.2,8.14,5.42,35.17,20.72,7.13,0.82,0.06,1.04,0.12,0.57,2485.47,0.05
"2019-08-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-20",42.28,27.62,8.28,6.28,34.36,25.24,7.48,0.53,0.06,0.78,0.1,0.24,2557.9,0.04
"2019-08-21",37.63,27.03,8.38,7.22,43.25,22.08,7.85,0.64,0.04,0.87,0.08,0.28,2124.9,0.03
"2019-08-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-24",13.84,28.44,8.86,7.99,28.02,5.28,11.03,1.09,0.05,1.67,0.09,0.4,5591.2,0.03
"2019-08-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-27",29.04,26.94,8.46,7.03,18.93,15.85,4.83,0.89,0.06,1.14,0.14,0.35,4258.33,0.05
"2019-08-28",23.17,27.07,8.54,7.42,29.16,11.68,6,1.18,0.06,0.97,0.14,0.61,5620.8,0.05
"2019-08-29",26.95,26.49,8.39,6.48,21.87,14.5,5.87,0.96,0.07,1.18,0.2,0.48,2980.21,0.06
"2019-08-30",28.64,26.15,8.39,6.37,21.31,15.83,6.41,1.08,0.08,1.27,0.16,0.69,2455.13,0.07
"2019-08-31",32.5,25.98,8.26,5.88,19.93,18.73,6.75,1.19,0.09,1.59,0.16,0.84,3526.77,0.07
"2019-09-01",31.95,25.81,8.26,6.02,20.1,18.44,6.04,1.07,0.08,1.4,0.14,0.73,1496.23,0.05
"2019-09-02",37.57,25.17,8.21,5.57,21.36,22.93,5.45,1.03,0.08,1.33,0.13,0.7,1323.67,0.06
"2019-09-03",27.06,25.05,8.09,6.16,22.53,15.04,6.37,1.3,0.07,1.23,0.13,1.13,1255.8,0.04
"2019-09-04",9.33,26.28,8.31,7.48,21.47,2.64,6.04,2.04,0.06,0.97,0.12,1.43,4736.73,0.03
"2019-09-05",7.89,26.25,8.16,7.07,21.19,1.77,5.45,1.83,0.03,1.57,0.09,1.36,4564.93,0.02
"2019-09-06",14.92,26.07,8.27,7.05,20.96,6.26,4.59,1.61,0.06,2.08,0.12,1.22,4053.7,0.05
"2019-09-07",6.72,25.85,7.95,7.23,33.46,1.09,6.78,2.06,0.09,3.78,0.11,1.63,4886.33,0.08
"2019-09-08",5.74,25.83,8.09,7.99,38.51,0.53,6.3,2.07,0.07,4.27,0.05,1.55,4592.87,0.06
"2019-09-09",10.74,25.71,8.08,7.31,35.54,3.57,6.59,1.91,0.09,4.76,0.07,1.44,4281.17,0.07
"2019-09-10",11.13,25.71,8.13,7.61,20.99,3.82,8.02,2.1,0.09,4.65,0.05,1.83,6108.03,0.06
"2019-09-11",17.24,25.97,8.38,7.31,22.04,7.84,9.5,1.71,0.09,3.44,0.14,1.31,4810.27,0.08
"2019-09-12",17.14,25.94,8.35,6.85,26.1,7.78,7.2,1.4,0.07,2.14,0.13,0.37,5224.93,0.05
"2019-09-13",27.36,24.95,8.34,5.54,21.24,15.29,6.06,1.07,0.06,1.9,0.17,0.72,3664.83,0.06
"2019-09-14",25.38,24.74,8.38,6.27,31.3,13.9,5.76,1.11,0.06,1.52,0.12,0.75,3698.93,0.05
"2019-09-15",27.15,24.82,8.25,5.63,56.67,15.18,6.97,1.19,0.06,1.44,0.13,0.95,2724.87,0.06
"2019-09-16",35.51,24.49,8.32,5.5,48.25,21.66,6.56,0.97,0.06,1.15,0.16,0.81,2302.87,0.05
"2019-09-17",44.34,24.21,8.54,6.7,15.5,28.83,5.9,0.7,0.07,0.83,0.18,0.33,2881.6,0.07
"2019-09-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-09-19",16.89,24.87,8.25,8.03,22.65,7.78,5.91,1.5,0.05,1.3,0.1,0.93,11872.5,0.03
"2019-09-20",32.35,24.17,8.31,6.2,26.95,19.36,4.39,0.75,0.06,0.98,0.15,0.47,9252.7,0.05
"2019-09-21",26.51,24.02,8.15,6.83,67.3,14.96,5.1,1.17,0.05,0.84,0.12,0.7,4820.21,0.04
"2019-09-22",12.66,23.41,7.8,6.42,123.93,5.05,NA,1.45,0.06,1.69,0.12,0.86,5304.23,0.03
"2019-09-23",5.69,22.72,7.89,8.05,87.17,0.52,8.2,1.65,0.06,0.94,0.06,0.79,5116.2,0.01
"2019-09-24",5.21,21.05,7.66,7.32,54.78,0.25,6.8,2.14,0.06,NA,0.09,0.7,12773.37,0.05
"2019-09-25",5.22,20.86,7.49,7.09,33.61,0.26,5.66,2.03,0.06,NA,0.14,1.28,8164.33,0.05
"2019-09-26",12.9,21.04,7.74,6.73,25.98,5.5,5.23,1.94,0.08,4.83,0.16,1.55,5663.77,0.07
"2019-09-27",10.75,21.51,7.77,7.11,28.32,3.91,5.36,2.14,0.11,5.07,0.15,1.52,5617.37,0.07
"2019-09-28",21.23,22.15,8.01,6.84,30.83,11.52,4.31,1.55,0.11,3.6,0.18,1.36,5034.77,0.08
"2019-09-29",23.55,22.48,7.95,6.24,30.37,13.19,4.78,1.57,0.12,4.16,0.18,1.4,3575.1,0.07
"2019-09-30",20.5,22.66,8.03,6.08,29.03,10.84,3.97,1.28,0.11,3.33,0.18,0.93,3568.13,0.09
"2019-10-01",34.57,23.03,8.36,5.09,19.8,21.62,4.29,1.27,0.11,3.18,0.13,1.13,3612.43,0.07
"2019-10-02",24.54,22.64,8.07,5.76,22.02,13.91,4.9,1.72,0.1,4.39,0.11,1.44,4679.9,0.07
"2019-10-03",6.52,22.58,7.72,8.95,42.13,1.03,5.76,2.68,0.14,6.89,0.03,2.35,6162.73,0.07
"2019-10-04",6.21,21.19,7.25,6.81,293.73,0.86,4.93,2.48,0.11,7.11,0.03,1.29,38087.23,0.11
"2019-10-05",5.96,21.6,7.07,5.4,153.52,0.7,6.09,2.57,0.08,7.61,0.1,1.78,19347.87,0.06
"2019-10-06",5.71,21.55,6.96,3.42,116.37,0.55,5.09,2.11,0.09,7.62,0.07,1.49,9292.2,0.06
"2019-10-07",5.7,20.82,7.1,1.74,179.78,0.54,5.99,1.72,0.07,6.98,0.29,1.28,4642.48,0.07
"2019-10-08",9.67,20.77,7.35,1.42,237.34,3.21,5.9,1.5,0.12,7.13,0.28,1.12,2395.3,0.1
"2019-10-09",9.7,20.68,7.2,5.25,47.45,3.23,5.36,1.57,0.11,6.75,0.13,0.67,10835.73,0.09
"2019-10-10",NA,NA,NA,NA,NA,NA,5.46,1.6,0.1,5.9,0.18,1.42,NA,0.08
"2019-10-11",NA,NA,NA,NA,NA,NA,4.86,1.89,0.1,5.32,0.16,1.28,NA,0.07
"2019-10-12",NA,NA,NA,NA,NA,NA,4.88,1.92,0.11,5.66,0.14,1.63,NA,0.07
"2019-10-13",NA,NA,NA,NA,NA,NA,4.58,1.62,0.1,4.65,0.15,1.45,NA,0.08
"2019-10-14",NA,NA,NA,NA,NA,NA,4.27,1.41,0.1,4.56,0.12,1.29,NA,0.07
"2019-10-15",14.33,20.22,8.17,7.61,23.82,8.34,4.77,1.31,0.21,3.68,0.12,0.6,7126.23,0.07
"2019-10-16",15.74,19.86,8.18,7.62,24.63,9.23,7.33,1.33,0.1,3.87,0.07,1.14,8366.07,0.08
"2019-10-17",17.12,19.6,8.1,7.8,40.67,10.11,7.85,1.41,0.1,4.5,0.09,1.14,6626.1,0.07
"2019-10-18",30.16,20.2,8.23,6.95,46.59,18.74,6.8,1.17,0.11,3.47,0.07,0.98,3778.33,0.07
"2019-10-19",25.8,19.8,8.11,6.99,48.64,15.8,8.13,1.41,0.1,3.97,0.07,1.13,4723.43,0.07
"2019-10-20",19.02,19.49,8.07,8.01,39.62,11.33,8.48,1.67,0.12,4.75,0.16,1.51,4684.5,0.08
"2019-10-21",19.13,19.51,7.99,7.9,36.13,11.4,10.63,1.72,0.13,4.53,0.2,1.52,5870.47,0.08
"2019-10-22",30.41,20.18,8.2,7.17,66.3,18.91,NA,NA,NA,2.71,0.05,0.96,7342.83,0.06
"2019-10-23",22.88,19.88,8.14,7.85,87.51,13.86,NA,NA,NA,3.97,0.04,1.16,6576.37,0.07
"2019-10-24",24.09,19.87,8.07,7.43,123.76,14.65,NA,1.34,0.09,3.8,0.04,1.29,6485.43,0.07
"2019-10-25",27.81,19.7,8.36,8.76,17.97,17.6,5.17,1.43,0.11,3.83,0.09,1.2,5073.63,0.05
"2019-10-26",28.29,19.83,8.08,8.75,23.58,17.94,5.96,1.61,0.12,4.34,0.09,1.52,6089.27,0.05
"2019-10-27",28.37,19.56,7.99,6.54,28.32,18.12,5.72,1.09,0.08,3.16,NA,0.8,5538.53,0.03
"2019-10-28",NA,NA,NA,NA,NA,NA,4.84,0.95,0.11,3.55,NA,0.8,NA,0.05
"2019-10-29",30.28,19.22,NA,NA,NA,19.89,5.13,1.23,0.07,3.44,0.06,1.13,NA,0.05
"2019-10-30",31.87,18.98,8.4,NA,10.79,21.39,5.44,1.21,0.1,3.19,0.07,0.95,3466.83,0.05
"2019-10-31",31.46,19.18,8.37,NA,10.85,20.93,6.01,1.38,0.09,3.78,0.07,1.23,4409.83,0.04
"2019-11-01",26.99,19.07,8.07,7.94,18.76,17.16,4.16,1.47,0.09,4.16,0.08,1.39,5140.87,0.06
"2019-11-02",26.08,18.69,8.14,8.81,18.25,16.54,4.91,1.62,0.1,4.52,0.04,1.45,4007.7,0.04
"2019-11-03",26.95,18.65,8.05,7.77,18.97,17.3,4.41,1.54,0.09,4.48,0.05,1.43,4494.86,0.04
"2019-11-04",30.28,18.6,8.13,8.45,20.67,20.2,3.2,1.42,0.1,3.37,0.07,1.2,3691.5,0.05
"2019-11-05",32.92,18.78,8.19,8.54,16.27,22.41,4.07,1.13,0.08,3.13,0.06,1.04,3839.3,0.04
"2019-11-06",28.09,18.66,8.25,9.5,16.25,18.27,4.55,1.47,0.07,3.45,0.07,1.33,4040.57,0.04
"2019-11-07",29.15,18.2,8.23,9.08,17.26,19.4,2.87,1.4,0.04,3,0.07,0.89,4401.37,0.02
"2019-11-08",38.23,18.27,8.23,8.46,16.58,27.46,2.34,0.78,0.04,1.95,0.08,0.59,3411.87,0.03
"2019-11-09",30.49,17.5,8.37,10.13,18.07,20.92,3.44,1.24,0.03,2.12,0.07,1.06,3635.87,0.02
"2019-11-10",29.13,17.24,8.37,10.09,20.23,19.84,3.35,1.29,0.04,1.92,0.09,1.2,3786.24,0.01
"2019-11-11",33.74,17.35,8.27,9.27,18.77,23.95,2.32,0.94,0.04,1.31,0.11,0.83,3871.83,0.03
"2019-11-12",32.65,17.05,8.23,9.33,19.63,23.12,2.77,1.07,0.05,1.58,0.09,0.98,3762.23,0.03
"2019-11-13",35.32,17.28,8.22,7.92,17.71,25.43,3.32,1.23,0.05,1.45,0.12,0.75,3534.57,0.03
"2019-11-14",25.11,16.74,8.27,9.44,16.64,16.48,4.39,1.57,0.06,1.56,0.08,1.33,3645.23,0.02
"2019-11-15",38.8,15.36,8.11,7.25,15.82,30.06,3.33,0.64,0.05,0.93,0.12,0.52,2463.53,0.03
"2019-11-16",38.47,16.32,8.07,7.05,16.62,29.03,2.34,0.79,0.06,1.09,0.16,0.63,2536.6,0.04
"2019-11-17",35.32,16.15,8.07,8.39,18.47,26.15,3.07,0.85,0.05,1.14,0.1,0.75,2340.83,0.04
"2019-11-18",34.21,16.7,8.1,8.66,21.43,24.76,1.17,0.95,0.06,1.22,0.12,0.84,2211.1,0.04
"2019-11-19",43,15.79,8,7.61,24.03,33.85,2.37,0.54,0.08,1.24,0.12,0.41,1743.77,0.05
"2019-11-20",36.6,15.77,8.26,8.04,15.94,27.63,3.64,0.58,0.05,1.02,0.08,0.37,2805,0.04
"2019-11-21",40.5,14.96,8.21,6.95,16.3,32.05,3.79,0.41,0.05,1.03,0.09,0.28,3141.73,0.04
"2019-11-22",29.27,14.18,8.29,8.53,16.32,21.55,4.38,1.61,0.03,1.15,0.09,1.52,4158.4,0.02
"2019-11-23",41.7,14.7,8.21,7.32,15.5,33.48,2.82,0.41,0.06,0.94,0.05,0.33,2957.23,0.03
"2019-11-24",30.62,14.62,8.18,7.62,16.88,22.61,3.67,1.32,0.05,1.14,0.1,1.21,3278.4,0.03
"2019-11-25",34.71,15.22,8.16,7.19,17.04,26.18,2.15,1.12,0.06,0.96,0.06,0.84,2772.53,0.03
"2019-11-26",28.05,14.48,8.26,6.49,NA,20.22,NA,NA,NA,0.9,0.07,1.31,3233,0.02
"2019-11-27",35.81,14.67,8.35,9.05,15.15,27.63,NA,NA,NA,0.89,0.08,0.5,2644.5,0.03
"2019-11-28",38.89,14.8,8.31,8.44,15.03,30.58,NA,NA,NA,0.9,0.08,0.67,2360.73,0.03
"2019-11-29",37.35,13.87,8.32,9.04,14.99,29.75,NA,NA,NA,0.84,0.06,0.66,2252.3,0.03
"2019-11-30",29.5,12.76,8.33,9.52,16.11,22.6,NA,NA,NA,0.8,0.08,0.84,2841.13,0.03
"2019-12-01",32,13.94,8.32,9.31,17.37,24.36,NA,NA,NA,0.79,0.09,1.1,2937.63,0.02
"2019-12-02",26.26,12.94,8.37,9.95,17.8,19.27,NA,NA,NA,0.87,0.07,1.24,3308.17,0.02
"2019-12-03",25.85,13.27,8.35,9.84,19.17,18.71,5.51,1.42,0.03,0.59,0.12,1.21,3249.3,0.02
"2019-12-04",25.99,12.96,8.38,10,18.63,19,4.67,1.54,0.02,0.6,0.12,1.4,3392.97,0.02
"2019-12-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-12-06",NA,NA,8.38,9.56,19.41,NA,4.22,0.58,0.04,0.77,0.07,0.52,4744.53,0.03
"2019-12-07",37.39,12.37,8.4,9.17,19.71,30.93,5.67,0.6,0.05,0.66,0.06,0.54,5371.83,0.03
"2019-12-08",26.14,10.68,8.49,10.96,19.43,20.25,5.84,1.36,0.04,0.58,0.09,1.27,5691.17,0.02
"2019-12-09",24.73,10.43,8.45,10.65,20.3,18.91,5.54,1.33,0.04,0.69,0.08,1.25,4965.1,0.02
"2019-12-10",35.61,12.03,8.44,9.49,20.3,29.32,3.44,0.87,0.05,0.79,0.07,0.8,4070.4,0.02
"2019-12-11",32.9,12.53,8.48,9.58,14.64,26.14,3.02,1.11,0.05,0.92,0.13,0.92,3995.47,0.03
"2019-12-12",35.4,12.83,8.46,9.48,14.4,28.5,2.25,0.9,0.05,0.88,0.09,0.72,3916.4,0.03
"2019-12-13",32,12.14,8.49,9.65,14.95,25.47,4.22,0.92,0.04,0.78,0.06,0.83,5800.73,0.02
"2019-12-14",33.74,12.34,8.5,9.8,14.69,27.13,2.66,0.9,0.05,0.8,0.06,0.83,4345.9,0.02
"2019-12-15",31.85,11.76,8.47,10.19,14.83,25.56,3.48,0.97,0.04,0.8,0.08,0.88,4366.87,0.02
"2019-12-16",28.55,11.34,8.49,10.59,15.64,22.39,2.06,0.87,0.04,0.87,0.04,0.73,5116.93,0.02
"2019-12-17",33.05,12.26,8.43,9.95,16.05,26.47,2.78,0.94,0.04,0.87,0.04,0.78,3975.27,0.02
"2019-12-18",32.73,12.65,8.41,10.01,14.16,25.88,1.7,1.17,0.04,0.76,0.06,0.85,3457.87,0.03
"2019-12-19",30.85,11.85,8.43,10.44,14.27,24.46,2.57,0.91,0.03,0.76,0.05,0.85,3761.67,0.02
"2019-12-20",29.52,11.3,8.44,10.63,14.73,23.43,3.05,0.91,0.03,0.74,0.06,0.84,4162.77,0.02
"2019-12-21",40.18,12.88,8.36,8.5,15.78,33.45,2.39,0.47,0.06,0.85,0.06,0.4,2277.03,0.03
"2019-12-22",28.84,10.4,8.46,10.53,15.92,23.27,3.47,1.07,0.04,0.84,0.06,1.01,3200.31,0.02
"2019-12-23",35.98,11.46,8.42,9.39,16.42,30.16,2.74,0.71,0.05,0.79,0.06,0.65,3306.73,0.03
"2019-12-24",33.74,11.64,8.43,10.03,16.08,27.63,2.7,0.96,0.05,0.84,0.06,0.81,3372.93,0.02
"2019-12-25",36.53,11.69,8.4,9.66,14.21,30.56,2.82,0.79,0.04,0.91,0.04,0.72,2936.03,0.02
"2019-12-26",36.97,12,8.37,9.56,14.62,30.79,2.49,0.71,0.05,0.9,0.05,0.65,3201,0.03
"2019-12-27",34.91,11.22,8.39,9.78,15.11,29.2,2.58,0.66,0.04,0.79,0.05,0.55,2946.47,0.03
"2019-12-28",32.38,9.73,8.44,10.7,15.5,27.57,3.27,0.75,0.05,1.01,0.04,0.71,4797.07,0.02
"2019-12-29",32.54,9.81,8.45,10.93,16.81,27.7,4.59,0.97,0.05,0.73,0.05,0.92,4172.8,0.02
"2019-12-30",33.85,10.47,8.36,9.99,18.03,28.64,2.21,1.19,0.05,0.93,0.05,1.14,3540.33,0.02
"2019-12-31",29.83,10.36,8.35,10.85,19.85,24.35,2.44,1.36,0.05,0.98,0.07,1.29,3869.35,0.02
